VIN	model_name	year	description	manufacturer_name	condition	vehicle_type	odometer	fuel_type	colors	purchase_date	price	purchased_from_customer	purchase_clerk	sale_date	sold_to_customer	salesperson
IHYW5EQH7SL835482	ENDEAVOR	2005	engine displacement; oversteer; 	Mitsubishi	Good	Convertible	28431.0	Gas	Yellow,Rust	2023-02-03	3418.64	D0665878931	user10			
IK0HARFDHRY246462	SPIDER	2008	oversteer; 	Alfa Romeo	Good	Coupe	19756.0	Fuel Cell	Bronze,Tan,White	2023-02-12	4655.40	B5346544142	user09	2023-07-25	B7131079555	user25
IO8AOWYKMLD518556	POINTER TRUCK	2006	best possible traction; 	Volkswagen	Good	Coupe	2280.0	Diesel	Metallic	2023-04-30	2920.42	B9892813591	user22	2023-07-30	B6010570650	user07
IQ73NEIBJNB403342	XLR	2005	good piston; original equipment manufacturer (OEM) parts; front axle assembly; 	Cadillac	Fair	SUV	46908.0	Gas	Red	2023-07-02	1908.98	A9149940556	user05	2023-08-14	D7602785929	user25
IUTAUS27FGO848930	ARNAGE	2004		Bentley	Very Good	Coupe	44422.0	Gas	Orange	2023-02-09	3969.70	05-7673774	user22	2023-03-14	A9661106493	user03
IXZVB277TU2768773	FX35	2009		INFINITI	Very Good	Convertible	103600.0	Gas	Yellow	2022-09-01	2647.38	A5896813739	user19	2023-03-01	A1981245672	user12
IZPS1NTRXAH046134	CABRIO	2005	high block; 	smart	Very Good	Convertible	14060.0	Gas	White	2022-12-20	6572.23	A0461291890	user11	2023-04-02	D2498998888	user20
J05SWPOXE56492516	LESABRE	2003	normally aspirated; 	Buick	Very Good	SUV	37811.0	Gas	Copper	2023-08-29	4856.09	D3731035683	user22	2023-08-30	A3710653626	user23
J1MG8R7RAZX116769	BROOKLANDS	2008	Automotive Service Excellence (ASE); 	Bentley	Very Good	Sedan	185212.0	Gas	Gray	2023-03-14	3629.02	A1518047114	user05	2023-06-06	B1984877856	user23
J6OMNLGS2AO161351	CELICA	2003	good gear; high volume cylinder; 	Toyota	Good	Minivan	32270.0	Gas	Beige	2023-07-05	2243.43	D6100357446	user05	2023-07-06	D5269489570	user08
JA36JFM31V4526050	VOYAGER	2002	pickup; sturdy rear axle assembly; 	Chrysler	Excellent	Sedan	42815.0	Gas	Bronze	2023-07-21	4123.82	A3570377285	user06			
JA7U5AG0WEE170652	EXIGE	2010	automatic transmission; 	Lotus	Very Good	Truck	224140.0	Gas	Blue	2023-06-22	1344.15	B9346967347	owner			
JA7YVHAFRLT437706	ECOSPORT	2004		Ford	Excellent	Minivan	191840.0	Plugin Hybrid	Gold	2022-08-16	2679.99	49-0400043	user18	2023-03-08	A4604249337	user14
JBPIGW2CI42143239	JETTA	2010	modern dashboard; 	Volkswagen	Excellent	Minivan	37976.0	Natural Gas	Maroon	2023-07-05	3729.30	B8859030244	user04			
JE1O6OHJZW1220783	SIENNA	2008	superturbocharger; best suspension; 	Toyota	Excellent	Van	21236.0	Battery	Purple	2023-05-10	3614.03	B1852208630	user04	2023-07-13	D6650795352	user01
JL4O86VLF1F081674	TRIBUTE	2009		MAZDA	Fair	Convertible	3780.0	Gas	White	2023-06-05	9286.21	B6010570650	user18	2023-06-10	C3839849069	user07
JS0Y5W8KIDC106093	GLA200	2015		Mercedes-Benz	Fair	Minivan	111588.0	Gas	Rust	2022-11-03	1181.30	C0673239779	user05	2023-06-13	A7994838891	owner
JS7IRJMSXPC511509	LS	2003	drum brake; 	Lincoln	Excellent	Truck	28236.0	Gas	Beige	2023-03-19	3007.81	D0665878931	user18	2023-03-29	B9892813591	user14
JZKBFXYGWL5900436	ACCENT	2002	manual transmission; drive shaft; automatic transmission; 	Hyundai	Very Good	Coupe	3156.0	Diesel	Yellow	2023-05-01	1917.14	A2836727024	user22	2023-08-07	84-6387554	user01
K3MTK4TIJNU760358	R1T TOMORROW	2023	crumple zones; active safety features; 	Rivian	Fair	Minivan	13916.0	Gas	Rust	2023-03-28	5423.56	C3378134863	user05	2023-08-18	C1967459004	user07
K4IZJXWXWJR973290	BOXSTER	2013	disc brake; 	Porsche	Very Good	Convertible	11582.0	Fuel Cell	Brown	2023-03-31	7257.96	A7586405617	user22			
KBYS182F2ID559258	F430	2007	high volume cylinder; 	Ferrari	Excellent	Coupe	97020.0	Diesel	Turquoise	2022-10-08	2267.71	B3463874026	user09	2023-06-03	A2836727024	user23
KCXGZEVS1QW404654	AVIATOR	2004	power train; 	Lincoln	Fair	Coupe	43930.0	Diesel	Yellow	2022-08-20	1888.63	C0222944298	user10	2023-07-06	B6334165149	user21
KE1QKPKS6Q8459351	X	2014	high block; 	Tesla	Good	Convertible	6466.0	Gas	Rose,Silver	2022-07-12	2513.32	B0867624567	user16	2023-07-04	49-0400043	user03
KEZRVGOFFMA250868	FORTWO	2005	good gear; 	smart	Very Good	Truck	141752.0	Plugin Hybrid	Rose,Silver	2022-12-08	4646.30	A9361688715	user05			
KW1EHM2N1UB940362	RLX	2015	great stabilizer bar; 	Acura	Excellent	Sedan	93317.0	Plugin Hybrid	Tan	2023-02-14	1778.47	A5090337834	user10			
KZQ5C1NSWAJ790169	WRX	2014	wide transaxle; best suspension; four-wheel drive; 	Subaru	Fair	SUV	47208.0	Battery	Beige	2023-07-08	3639.95	B9946174152	user04	2023-08-17	D6100357446	owner
L3ETEZZL0ER968032	750I XDRIVE	2012	best sedan; 	BMW	Excellent	Van	17159.0	Gas	Brown	2023-08-10	2315.28	B1852208630	user15			
L535DHDAU62985677	CL	2003	great rpms; 	Acura	Excellent	Coupe	239400.0	Gas	Brown	2023-02-13	4290.93	B0867624567	user19	2023-05-30	D8191703970	user08
L6EFDBPTY1B405814	FM-MR	2004	station wagon (Also known as wagon.); 	Mitsubishi	Very Good	Coupe	4466.0	Battery	Brown	2022-12-11	1946.82	C5211782393	user18	2023-02-23	D0665878931	user08
L712UQJXM4L524142	RENDEZVOUS	2006	Automotive Service Excellence (ASE); 	Buick	Excellent	Convertible	49100.0	Gas	Pink	2022-08-15	3195.56	D0473669739	user18	2023-06-17	D3479521146	user01
LLPNU12CY5C440662	GRANDE PUNTO	2007	great engine; 	FIAT	Good	Coupe	16783.0	Diesel	Copper	2023-03-03	1480.54	B0867624567	user10			
LQHDVXVOOUT107133	QUATTROPORTE	2010	Automotive Service Excellence (ASE); 	Maserati	Excellent	Convertible	17536.0	Battery	Metallic	2022-12-10	1794.24	D8832785149	user04			
LRB2H3BHPKX650155	LAND CRUISER	2011	coupe; 	Toyota	Fair	Coupe	120700.0	Diesel	Tan	2022-09-08	2166.24	C8583214663	user11	2023-05-01	D9676746157	user07
LWA5MXOU4MD327938	ELISE	2007	electronic transmission; 	Lotus	Fair	Minivan	71409.0	Gas	Pink	2023-07-20	4559.65	18-3775909	owner	2023-07-30	C3225068735	user07
LYPZILOBZ87153615	458 ITALIA	2011	sturdy rear axle assembly; 	Ferrari	Good	Coupe	36660.0	Gas	Purple	2023-01-01	2712.19	A1663169974	user06	2023-04-28	D6650795352	owner
M0S6NVFHN2E042385	ET5	2023		Nio	Excellent	SUV	20160.0	Diesel	Cream,Green,Metallic	2023-05-21	8341.09	B6301637672	user19	2023-06-08	B1456216849	user03
M3VW8YIQKWT779745	BOXSTER	2011	very hard struts; 	Porsche	Fair	Van	82098.0	Gas	Maroon	2022-07-15	7257.96	A4599693068	user11	2023-01-19	B1731449781	owner
M4E2PBWXZFJ700371	PRIUS	2013		Toyota	Excellent	Sedan	9816.0	Battery	Rose	2022-09-13	5050.91	A0673790301	user09			
MAO8BQ1NDT7049472	ELISE	2007	broad wheelbase; 	Lotus	Fair	Convertible	52935.0	Battery	Maroon	2022-08-10	4559.65	B1715775889	user16	2022-10-15	B2440929697	user12
MATGJILCBL4124189	ESPRIT	2003	good gear; front wheel drive; high differential; 	Lotus	Fair	Sedan	121895.0	Gas	Bronze	2023-05-09	1216.12	A9361688715	user10	2023-08-23	C3378134863	user20
ME064DUO8S0025936	XJ8	2003	all passive safety features; 	Jaguar	Good	Convertible	106449.0	Natural Gas	Yellow	2023-01-27	1313.07	49-9516264	user16			
MJT0LBERDE8792947	V8 VANTAGE	2008	fuel injection; electronic transmission; 	Aston Martin	Very Good	Convertible	95532.0	Gas	White	2023-08-22	2834.73	B3463874026	user19	2023-08-26	D6889152867	user25
MJZ2P85E65M015209	SPECTRA	2007		Kia	Very Good	Coupe	4645.0	Gas	Copper	2022-10-31	4436.52	C2317543508	owner	2022-12-21	C9346888737	user01
MM2NLRDRNXX156196	EV	2021		XPeng	Very Good	Coupe	3366.0	Battery	Claret	2023-01-31	20036.73	97-5522995	user18	2023-02-24	B5738835693	user21
MPXFMDRYC6D036656	C7500 TOPKICK	2004	strong muffler; 	GMC	Excellent	Truck	38248.0	Gas	Orange	2023-06-04	1339.48	C6220644674	user19	2023-06-10	A5530386031	user08
MRHT53HXAKW856444	CSX	2007	no backfire/backfiring; 	Acura	Fair	Truck	96907.0	Gas	Metallic	2023-07-22	3285.70	C4236470136	user22	2023-08-04	B3290593615	user03
MRHV8EI5ETH324409	RENDEZVOUS	2004	innovative air bags; 	Buick	Fair	Coupe	41332.0	Plugin Hybrid	Silver	2022-11-21	3195.56	C4774668646	owner	2023-01-25	B1961357406	user07
MTBE6DK55IO892347	A5	2012	safe oil ring; modern dashboard; 	Audi	Good	Minivan	97128.0	Gas	Gray	2023-08-06	3054.94	C3225068735	owner			
N2VSLYX8OXL077775	XC90	2009	great stabilizer bar; supernew catalytic converter; fuel injection; 	Volvo	Excellent	SUV	160263.0	Gas	Beige	2023-06-09	3593.77	49-0400043	user10	2023-07-17	B1731449781	user23
N5QQ2WLB5PL198189	VTX1300S	2007	oversteer; 	Honda	Fair	Van	4818.0	Gas	Gold	2023-03-15	2586.28	46-7746081	user15	2023-06-19	49-0400043	user20
N64LL1WC63N759701	CENTURY	2002		Buick	Excellent	Convertible	51956.0	Gas	Bronze	2023-08-15	1461.71	46-7746081	user22	2023-08-28	A4688720947	user12
NF2DBQEFZ0N234783	TOWN & COUNTRY	2012	original equipment manufacturer (OEM) parts; 	Chrysler	Fair	Minivan	27741.0	Hybrid	Yellow	2022-07-19	1858.77	43-3403883	user22	2022-12-26	A9416682035	user25
NJFDCKXL34E222565	SILVERADO 2500	2004		Chevrolet	Fair	Minivan	2480.0	Gas	Brown	2022-07-16	6147.57	A0615216027	user19	2022-08-26	A1518047114	user03
NKY5WJPCYVC675161	FORTWO	2006		smart	Excellent	Sedan	5170.0	Gas	Metallic	2023-03-29	4952.95	A7586405617	user06			
NLYCMW5DAS5194596	COMMANDER	2007	high torque; 	Jeep	Excellent	Minivan	48980.0	Plugin Hybrid	Navy	2022-10-08	1769.90	D4519725290	user09			
NM3BN4RJS1M492634	QUATTROPORTE	2011	sport utility vehicle-SUV; rack and pinion steering; can be used as sports car; 	Maserati	Fair	Van	5694.0	Hybrid	Turquoise	2022-11-07	3160.01	46-7746081	user11			
NNKIP3UNIGZ353715	COMPASS	2008	no backfire/backfiring; 	Jeep	Good	SUV	11240.0	Gas	Aluminum,Maroon	2023-05-26	4585.96	D2498998888	user04	2023-07-07	C8766275993	user21
NRQQC5OQ0F4586467	COOPER	2002	sport utility vehicle-SUV; 	MINI	Very Good	SUV	119856.0	Diesel	Rose	2023-05-30	1384.05	B0838220816	user05			
NV7YPGMDYFH278949	MURCIELAGO	2009	drive shaft; 	Lamborghini	Very Good	Minivan	72676.0	Plugin Hybrid	White	2022-09-18	1476.79	94-7914925	user10	2023-01-17	D0665878931	owner
NVHYWIDW4WI400980	SEQUOIA	2002	minivan; 	Toyota	Fair	Minivan	9198.0	Plugin Hybrid	Green	2023-08-21	3435.82	C7183960183	user16			
O0LX0JY57BT960015	MKC	2015	check the Monroney sticker - theer is nothing better than this vehicle; 	Lincoln	Excellent	Coupe	65130.0	Gas	Pink	2023-06-13	2066.80	D9223276847	user05	2023-06-29	D6889152867	user14
O1C66KL1VK4840531	MKZ	2008	hatchback; 	Lincoln	Fair	Sedan	47132.0	Battery	White	2023-02-21	5235.38	C4987856002	user16	2023-02-28	D0760894831	user14
OA1F76XJUQS608395	C30	2007	high block; 	Volvo	Excellent	Coupe	64038.0	Natural Gas	Beige	2023-05-27	1923.78	A9525842110	user09	2023-06-09	B9946174152	user03
OETQ6SV7QKM285952	FORTWO	2012	front wheel drive; 	smart	Excellent	Coupe	130956.0	Battery	Beige	2023-05-15	4646.30	C9346888737	user16	2023-07-12	B2440929697	user23
OMDPS8X50N7546352	XKR-S	2015	great engine; 	Jaguar	Fair	Minivan	112765.0	Plugin Hybrid	Navy	2023-04-10	1252.18	A0262371356	user22	2023-06-26	B3290593615	user07
OMJKHKQNFKJ761643	BOXSTER	2008	overdrive; 	Porsche	Very Good	Truck	135960.0	Gas	Rose	2022-12-06	7257.96	D7912550520	user15	2023-03-31	05-7673774	user08
OQPBCN4Y1YB733979	P1	2014	pickup; 	McLaren	Excellent	Van	48764.0	Gas	Green	2023-03-24	4980.10	18-3775909	user15	2023-07-08	C4774668646	user14
OY3DWMTTXNP309610	SIERRA 1500 HD	2002	hydraulic brakes; high differential; very hard struts; 	GMC	Very Good	Truck	162834.0	Gas	Aluminum,Rust	2023-08-28	1716.10	A0615216027	user18			
P54475O4N8K403608	TITAN	2012		Nissan	Excellent	Coupe	92472.0	Gas	Tan	2023-06-04	5241.86	A3710653626	user19	2023-07-26	A9416682035	user01
P7NLPCKCGFU554815	C63 AMG	2009	modern dashboard; great engine; 	Mercedes-Benz	Very Good	SUV	26448.0	Hybrid	Green	2023-03-18	3271.32	D8191703970	user13	2023-07-17	A4366803067	user07
PBJA5AUSTU5098920	BAJA	2003	Automotive Service Excellence (ASE); 	Subaru	Fair	Truck	40565.0	Gas	Bronze	2023-05-02	2201.22	46-6607006	user13	2023-06-21	96-6692589	user03
PEB0OLCPG6W994144	MIRAGE	2014	overdrive; high block; 	Mitsubishi	Fair	SUV	103968.0	Diesel	Cream	2023-06-24	1820.73	C3225068735	user11	2023-08-26	A6689897244	owner
PFRYPJOGJ51531310	MURCIELAGO	2002		Lamborghini	Good	Coupe	11223.0	Natural Gas	Silver	2022-12-08	1476.79	96-6692589	user11	2023-08-11	D0760894831	user20
PI5K0FV5WKD862880	ENTOURAGE	2009	autotachometer; 	Hyundai	Fair	Coupe	161138.0	Battery	Claret	2022-10-14	4791.74	A9302873941	user15	2023-07-25	B3290593615	user03
PKFGEZTKARS310898	GTI	2015	ultra new transmission; wide transaxle; 	Volkswagen	Fair	Truck	2051.0	Plugin Hybrid	Green,Turquoise	2022-12-12	7129.88	D2600960022	user22	2023-06-12	B3290593615	user12
PLMR41N2YPR821121	VERANO	2015	automatic torque converter; 	Buick	Fair	Truck	32308.0	Fuel Cell	Aluminum	2023-08-30	2097.26	A0310274381	user05	2023-08-30	A0262371356	user21
PLPMWBZXIDB972615	GRAND CHEROKEE	2009	very hard struts; 	Jeep	Fair	Coupe	53045.0	Gas	Maroon	2023-07-24	1465.60	B9892813591	user15	2023-08-20	B2598969914	user08
POBJLZ8FZN0427016	GALLARDO	2009	active safety features; 	Lamborghini	Good	Convertible	2354.0	Gas	Beige	2023-07-25	8627.19	81-7754883	owner	2023-08-15	D2498998888	user07
PYWDSWXK5X5262660	GALLARDO	2014	hydraulic brakes; 	Lamborghini	Very Good	SUV	27663.0	Hybrid	Red	2022-11-12	3551.46	C7548135047	user22	2022-12-03	D5950814801	user20
Q3TT4GKZDHK659352	ARMADA	2008	sport utility vehicle-SUV; 	Nissan	Excellent	Van	89232.0	Gas	Green,Aluminum	2023-07-28	5394.41	B1456216849	user09	2023-07-29	85-5840713	user14
Q6C80HSWMFK634460	LIBERTY	2009	oversteer; 	Jeep	Excellent	SUV	228880.0	Gas	Green	2022-08-12	1386.63	D4831519171	owner	2023-05-30	B3463874026	user08
QF6QBNKTPSA019446	YUKON XL 2500	2010	ultra new transmission; 	GMC	Fair	SUV	44280.0	Battery	Gray	2022-07-27	3049.06	B0794790966	user04			
QPMO737UII0340028	EMGRAND S	2019	normally aspirated; electronic transmission; pickup; 	Geeley	Fair	Minivan	110011.0	Gas	Bronze,Tan	2023-03-18	1185.52	B4419028056	user11			
QV77RP24AZ3546581	ESPRIT	2002	no redline; 	Lotus	Good	Coupe	40120.0	Gas	Rose	2022-08-09	1216.12	C6220644674	user22	2022-08-21	B6082349948	user21
QVSOV4QTXAE520972	MIATA	2004	high block; best suspension; 	MAZDA	Good	Sedan	24560.0	Hybrid	Brown	2023-01-28	1496.02	07-2036529	user18			
QWYUAF6GIGE744209	X-TYPE	2008	drum brake; 	Jaguar	Excellent	Sedan	163760.0	Gas	Copper	2022-12-03	3617.81	A8645646644	user11	2023-05-02	B7131079555	user12
R3Q6NWXL5OK028859	F650CS	2003	normally aspirated; 	BMW	Fair	Coupe	46985.0	Gas	Pink	2022-08-29	1853.27	C9346888737	owner	2022-09-18	C2317543508	user08
RAZB0H0MQX5869731	ELISE	2007	no understeer; 	Lotus	Excellent	Coupe	34484.0	Gas	Gold	2022-08-28	4559.65	B3170194836	user15			
RH3XN0D50EO772614	DUCATO	2011	best sedan; 	FIAT	Good	Convertible	59912.0	Diesel	Metallic	2022-12-02	1762.11	43-3403883	user13	2023-01-23	48-6768847	user12
RP3I3QO2BYF582498	FX35	2003	front axle assembly; 	INFINITI	Very Good	Van	90372.0	Gas	Turquoise	2023-04-29	2647.38	C5341904042	user16			
RRRZH6PBRYY000587	XJR	2006		Jaguar	Good	Minivan	31663.0	Gas	Aluminum	2023-03-06	2405.57	C4774668646	user19			
RTV8NXYO2D4310350	ROADSTER	2008	strong muffler; can be used as sports car; overdrive; 	Tesla	Very Good	Van	133827.0	Gas	Turquoise	2022-10-31	1818.28	B7131079555	user05			
RXLO3PC8EG8307071	COUPE	2003		Maserati	Good	Coupe	189546.0	Gas	Navy	2022-12-24	1403.88	29-6662491	user13	2023-05-12	C2838238369	user01
SAN8CKZV8O6386790	FE145CC	2010	safe oil ring; 	Mitsubishi	Excellent	Truck	72600.0	Gas	Aluminum	2023-08-28	1023.03	06-8876566	owner	2023-08-29	C1967459004	user12
SC0ZRWACOEM768702	RL	2006	active safety features; 	Acura	Good	Convertible	71290.0	Gas	Black	2022-09-15	1874.32	B3463874026	user19	2023-05-06	D0665878931	user12
SL5LRZAJFUI810871	FE145CC	2011	anti-lock brake system (ABS); crankcase; 	Mitsubishi	Good	Coupe	20246.0	Gas	Claret	2023-01-04	1023.03	92-9016618	user22			
SLY1Q4WQXLP675951	ES9 FUTURE	2023		Nio	Excellent	Van	124596.0	Gas	Yellow	2022-10-11	3077.30	C8307257184	user05	2023-02-23	C0266219877	user07
SMZSGMQWSKI621717	DBS	2012	no understeer; 	Aston Martin	Excellent	Van	164564.0	Gas	Gold	2023-06-12	1540.51	B7131079555	user22	2023-07-20	B3290593615	user25
SO6WD25XQVR636495	CARRERA GT	2006		Porsche	Fair	Van	142615.0	Hybrid	Brown,Navy,Turquoise	2022-08-27	5313.46	B1653942479	user22			
SPE2WMY887O932788	ELISE	2005	gap; 	Lotus	Excellent	Coupe	123636.0	Plugin Hybrid	Tan	2023-07-19	4559.65	50-9862780	user16			
SSSGFBFNIOE995675	WILDCAT	2015	front axle assembly; 	Buick	Excellent	Van	36225.0	Gas	Claret	2023-05-12	2106.56	D5269489570	user10	2023-08-25	35-9898298	user12
T1TFNQC1QZ0222284	BRERA	2008		Alfa Romeo	Excellent	Truck	208050.0	Gas	Navy	2022-12-25	4792.30	B1715775889	user09	2023-02-07	C5211782393	owner
TJY1H16Y6DA687801	TORNADO	2013	normally aspirated; 	Chevrolet	Very Good	Van	99103.0	Gas	Rose	2023-04-29	1060.98	D5508697748	user18			
TOIFP5YHHJC099537	SPYDER	2003	supernew catalytic converter; 	Maserati	Fair	Van	2118.0	Gas	Gray	2023-02-20	2764.86	B1715775889	owner			
TRB4XOLO3Y2181257	ARNAGE	2009	wide cam; can be used as sports car; 	Bentley	Excellent	Sedan	31579.0	Gas	Brown	2022-08-02	3969.70	C1967459004	user18	2023-05-04	B9892813591	user23
TVFRONGULQ7855167	G37	2011	sturdy side impact beams; 	INFINITI	Fair	Convertible	22628.0	Hybrid	Rust	2023-07-22	1014.91	D9223276847	user05	2023-08-03	A5517572915	user07
U1GXDUQ2NVP642154	ET7	2019	drive shaft; 	Nio	Excellent	Truck	50967.0	Gas	Aluminum	2023-02-22	2793.26	C5399342731	user22			
U2SEQATJQIP647043	RX400H	2008	broad wheelbase; 	Lexus	Good	Sedan	17232.0	Gas	Pink	2022-10-21	1544.78	D9676746157	user10	2023-06-11	24-4045456	user20
U3SEY7BL74U428566	MDX	2003	sturdy rear axle assembly; automatic torque converter; 	Acura	Fair	Van	6405.0	Battery	Black,Red	2023-07-24	3362.58	A2135848728	user05	2023-08-24	51-0247747	user03
U4DAG21M25I154677	X-TYPE	2008	best oil pump; 	Jaguar	Very Good	Coupe	31719.0	Diesel	Aluminum,Claret,Silver	2023-02-08	3617.81	22-1607231	user05	2023-08-12	A3570377285	user23
U6AKQW00N22614671	FORTWO	2006	pickup; disc brake; 	smart	Good	Coupe	110094.0	Gas	Red,Turquoise	2022-12-03	4646.30	C5399342731	user18	2022-12-04	A1440687124	user08
U8CPVV20LCB872591	VERSA	2013		Nissan	Very Good	Truck	16636.0	Gas	Gold	2022-11-10	1627.40	A0262371356	user15			
UAITKQ7KMQN776987	X-TYPE	2002	pickup; 	Jaguar	Excellent	Sedan	17172.0	Diesel	Purple	2023-02-12	3617.81	C4299342425	user05			
UDK1102XNQ4362369	SLK55 AMG	2013	autotachometer; 	Mercedes-Benz	Excellent	Coupe	64783.0	Fuel Cell	Red	2023-04-12	4309.63	50-0389893	user18			
UDOHJKQNZRU355125	S7	2013	no understeer; 	Audi	Very Good	Sedan	216200.0	Plugin Hybrid	Black	2022-09-01	5757.99	A0184779785	user09	2023-02-09	82-8184602	user14
UKRLDVVBSZZ487336	COMPASS	2008		Jeep	Excellent	Van	39064.0	Gas	Silver	2022-10-22	4585.96	A5415348781	user16			
UU2VI1MPOCJ886472	GIULIETTA	2012	super new ignition system; 	Alfa Romeo	Very Good	Truck	8355.0	Hybrid	Green	2023-04-10	3228.13	A0673790301	user11	2023-08-09	A1663169974	user03
UVK0K4YAN4D361432	LACROSSE	2010	wide chassis; 	Buick	Very Good	Convertible	25356.0	Plugin Hybrid	Rust	2023-08-21	5043.96	46-7746081	user15			
UYQXFHB268D227085	FK260	2008	best oil pump; 	Mitsubishi	Excellent	Truck	138390.0	Gas	Red	2022-12-01	2891.79	94-7914925	user05	2023-03-23	D5508697748	user21
V08JG7APNII434369	RX330	2004	crumple zones; 	Lexus	Very Good	Coupe	116832.0	Gas	Claret	2022-07-08	1275.43	A9416682035	user10	2023-04-14	C8583214663	user23
V73RJYYHEIT850422	MONTERO	2011	Automotive Service Excellence (ASE); front wheel drive; coupe; 	Mitsubishi	Very Good	Coupe	92452.0	Gas	Beige	2023-03-13	5260.42	72-7273493	user13			
VJUYVX0SHHT606044	LR2	2011	active safety features; 	Land Rover	Fair	Truck	50725.0	Plugin Hybrid	Gray	2022-09-21	1140.51	C5998099065	user18	2023-08-11	D8920288787	user14
VLYZ0TBEDGM584853	FE125	2011	active safety features; great rpms; 	Mitsubishi	Excellent	Coupe	11988.0	Gas	Rose	2022-08-30	3070.05	20-2164350	user22	2023-06-14	C3914994260	owner
VOCIAMIZKKN350227	599 GTB	2009	high block; 	Ferrari	Excellent	SUV	65982.0	Battery	Silver	2023-06-05	1210.77	C0266219877	user13			
VPER1TKLOPC634179	ALLURE	2007	station wagon (Also known as wagon.); high block; 	Buick	Excellent	Minivan	199040.0	Gas	Gray	2022-10-07	1289.66	35-9898298	user19	2022-12-13	A1440687124	user03
VTJI8XXO2CO552773	TRX250TM FOURTRAX RECON	2007		Honda	Good	SUV	6708.0	Gas	Maroon,Metallic	2023-04-20	1766.52	D5508697748	user19			
VTVE6444244403193	MURCIELAGO	2004	very hard struts; 	Lamborghini	Excellent	Minivan	17022.0	Gas	White	2022-07-26	1476.79	D1357716930	user13	2023-07-08	48-6768847	user14
VWWOX3PM6QD757820	MP4-12C	2014	crumple zones; 	McLaren	Fair	SUV	40212.0	Gas	Gray	2022-10-31	1262.57	C8271029908	user09	2023-05-23	46-7746081	user08
W17V1HTH5IW129737	LS600H	2012	rear wheel drive; disc brake; convertible; 	Lexus	Very Good	Sedan	5994.0	Gas	Rust	2022-07-22	3265.98	C7780413175	user11			
W1R2THVZD6L234135	MP4-12C	2012	automatic torque converter; 	McLaren	Fair	Minivan	214540.0	Gas	Aluminum	2023-01-25	1262.57	A0184779785	user04			
W85FIU0UPWJ342063	V8 VANTAGE	2009	wide cam; 	Aston Martin	Good	Coupe	57304.0	Gas	Pink	2023-03-13	2834.73	A5090337834	user06	2023-05-26	B6334165149	owner
WGVK4P1UIPJ916959	FORESTER	2009	good piston; sturdy rear axle assembly; high differential; 	Subaru	Excellent	SUV	119696.0	Gas	Copper	2023-06-02	1670.87	B1961357406	user18			
WKNIUEPLNDU378894	RANGE ROVER EVOQUE	2014	high volume cylinder; high differential; 	Land Rover	Excellent	Convertible	24504.0	Gas	Cream,Purple,Tan	2022-10-21	4697.08	B6923660033	user13	2023-08-12	A0461291890	user08
WQGPTZ2HOU7481211	ES8 NEW	2023	front axle assembly; 	Nio	Very Good	Van	13960.0	Battery	Yellow	2022-11-10	15195.08	A0936623718	user22	2023-05-30	D4831519171	user21
WWMN8RWHPDM674733	AZURE	2010	pickup; 	Bentley	Good	Minivan	165618.0	Gas	White	2022-07-12	3220.80	A2135848728	user15			
XJMTKD21FUV756318	COOPER	2002	superturbocharger; 	MINI	Good	Coupe	142515.0	Gas	Blue	2022-10-05	1384.05	B7131079555	user11			
XNUNZXGY3NC711419	RL	2008	high quality carburetor; 	Acura	Excellent	Convertible	125226.0	Gas	Aluminum,Orange	2023-08-08	1874.32	A1518047114	user04	2023-08-14	D9223276847	user14
XPBUWRX56F6412345	CAYMAN	2015	superturbocharger; pickup; 	Porsche	Good	Convertible	33560.0	Gas	Rose	2023-05-11	2723.58	A9661106493	user06			
XUYF42BKSWK479574	E500	2003	high differential; 	Mercedes-Benz	Excellent	Convertible	36360.0	Gas	Black,Maroon	2022-10-19	2576.09	D0233458616	user18	2023-07-14	A4599693068	user21
Y0E0QLEFDDC702405	G9	2023	rack and pinion steering; 	XPeng	Excellent	SUV	11624.0	Fuel Cell	Rose	2023-07-18	5190.70	B1456216849	user06	2023-07-20	B6847040699	user14
YA0EN8KRBAN266216	CALIFORNIA	2010	sturdy rear axle assembly; 	Ferrari	Good	Coupe	43370.0	Battery	Pink	2022-11-05	1310.54	D0665878931	user16			
YFV4PPW4SW8405660	ELISE	2011	best possible traction; 	Lotus	Very Good	Coupe	7209.0	Diesel	Gray	2022-12-09	6648.87	B6334165149	user09	2023-05-24	B9892813591	user14
YIRV4C5U8MN581204	TUCSON	2005	safe oil ring; sturdy rear axle assembly; great engine; 	Hyundai	Fair	Minivan	21762.0	Gas	Black	2023-04-21	3189.45	31-3545908	user09	2023-06-30	A4532111602	user21
Z0405USEZKH796737	XC70	2015	convertible; 	Volvo	Good	Sedan	2652.0	Battery	Navy,Purple,Turquoise	2023-03-22	2906.51	B1984877856	user04	2023-05-25	06-8876566	user12
Z1QCG3DRQAX515930	E500	2015	coupe; 	Mercedes-Benz	Excellent	Sedan	12132.0	Gas	Yellow	2023-08-06	2576.09	C4774668646	user13	2023-08-20	A0310274381	user25
Z8KJQAZ0L2C379316	ZDX	2012		Acura	Very Good	Minivan	8563.0	Plugin Hybrid	Claret	2022-07-02	6854.51	C4236470136	user10	2023-06-16	C2776254573	user03
