<<<<<<< HEAD
VIN,order_num,vendor_name,subtotal,purchase_order_number
IZPS1NTRXAH046134,1,Stanredtax,232.99,IZPS1NTRXAH046134-001
IZPS1NTRXAH046134,2,Ontomedia,569.78,IZPS1NTRXAH046134-002
J05SWPOXE56492516,1,Bioholding,405.62,J05SWPOXE56492516-001
J05SWPOXE56492516,2,Donware,135.25,J05SWPOXE56492516-002
J1MG8R7RAZX116769,1,Plusstrip,128.32,J1MG8R7RAZX116769-001
J6OMNLGS2AO161351,1,Konmatfix,549.79,J6OMNLGS2AO161351-001
JA36JFM31V4526050,1,Doncon,75.71,JA36JFM31V4526050-001
JA7U5AG0WEE170652,1,Bioholding,78.05000000000001,JA7U5AG0WEE170652-001
JA7U5AG0WEE170652,2,Plusstrip,62.199999999999996,JA7U5AG0WEE170652-002
JA7U5AG0WEE170652,3,Yearin,102.46000000000001,JA7U5AG0WEE170652-003
JA7YVHAFRLT437706,1,Stanredtax,96.91,JA7YVHAFRLT437706-001
JA7YVHAFRLT437706,2,Sumace,5.22,JA7YVHAFRLT437706-002
JBPIGW2CI42143239,1,Streethex,180.60000000000002,JBPIGW2CI42143239-001
JBPIGW2CI42143239,2,Sumace,81.1,JBPIGW2CI42143239-002
JBPIGW2CI42143239,3,Sumace,215.05,JBPIGW2CI42143239-003
JE1O6OHJZW1220783,1,Stanredtax,78.05,JE1O6OHJZW1220783-001
JE1O6OHJZW1220783,2,Stanredtax,580.53,JE1O6OHJZW1220783-002
JE1O6OHJZW1220783,3,Ontomedia,106.78,JE1O6OHJZW1220783-003
JL4O86VLF1F081674,1,Green-Plus,56.0,JL4O86VLF1F081674-001
JL4O86VLF1F081674,2,Green-Plus,238.26,JL4O86VLF1F081674-002
JS0Y5W8KIDC106093,1,Streethex,5.57,JS0Y5W8KIDC106093-001
JS0Y5W8KIDC106093,2,Rundofase,163.53,JS0Y5W8KIDC106093-002
JS0Y5W8KIDC106093,3,Newex,36.339999999999996,JS0Y5W8KIDC106093-003
JS0Y5W8KIDC106093,4,Sumace,66.44,JS0Y5W8KIDC106093-004
JS0Y5W8KIDC106093,5,Konmatfix,67.39,JS0Y5W8KIDC106093-005
JZKBFXYGWL5900436,1,Rundofase,54.54,JZKBFXYGWL5900436-001
JZKBFXYGWL5900436,2,Yearin,59.58,JZKBFXYGWL5900436-002
JZKBFXYGWL5900436,3,Xx-zobam,91.94999999999999,JZKBFXYGWL5900436-003
K3MTK4TIJNU760358,1,Rundofase,101.71000000000001,K3MTK4TIJNU760358-001
K3MTK4TIJNU760358,2,Yearin,238.26,K3MTK4TIJNU760358-002
K4IZJXWXWJR973290,1,Donquadtech,351.98,K4IZJXWXWJR973290-001
KBYS182F2ID559258,1,Doncon,121.19,KBYS182F2ID559258-001
KBYS182F2ID559258,2,Donware,24.95,KBYS182F2ID559258-002
KCXGZEVS1QW404654,1,Rundofase,33.18,KCXGZEVS1QW404654-001
KCXGZEVS1QW404654,2,Xx-zobam,198.4,KCXGZEVS1QW404654-002
KCXGZEVS1QW404654,3,Xx-zobam,91.46,KCXGZEVS1QW404654-003
KCXGZEVS1QW404654,4,Yearin,45.4,KCXGZEVS1QW404654-004
KCXGZEVS1QW404654,5,Plusstrip,37.1,KCXGZEVS1QW404654-005
KE1QKPKS6Q8459351,1,Plusstrip,82.04,KE1QKPKS6Q8459351-001
KE1QKPKS6Q8459351,2,Plusstrip,138.56,KE1QKPKS6Q8459351-002
KEZRVGOFFMA250868,1,Konmatfix,203.09,KEZRVGOFFMA250868-001
KEZRVGOFFMA250868,2,Sumace,227.06,KEZRVGOFFMA250868-002
KW1EHM2N1UB940362,1,Xx-zobam,42.75,KW1EHM2N1UB940362-001
KZQ5C1NSWAJ790169,1,Ontomedia,229.24,KZQ5C1NSWAJ790169-001
KZQ5C1NSWAJ790169,2,Xx-zobam,249.65,KZQ5C1NSWAJ790169-002
KZQ5C1NSWAJ790169,3,Faxquote,330.23,KZQ5C1NSWAJ790169-003
KZQ5C1NSWAJ790169,4,Sumace,366.16,KZQ5C1NSWAJ790169-004
L535DHDAU62985677,1,Scotfind,98.15,L535DHDAU62985677-001
L6EFDBPTY1B405814,1,Sumace,46.59,L6EFDBPTY1B405814-001
L6EFDBPTY1B405814,2,Konmatfix,4.27,L6EFDBPTY1B405814-002
L712UQJXM4L524142,1,Isdom,72.44,L712UQJXM4L524142-001
L712UQJXM4L524142,2,Yearin,277.29999999999995,L712UQJXM4L524142-002
L712UQJXM4L524142,3,Xx-zobam,96.14,L712UQJXM4L524142-003
L712UQJXM4L524142,4,Streethex,226.07,L712UQJXM4L524142-004
L712UQJXM4L524142,5,Green-Plus,29.52,L712UQJXM4L524142-005
LLPNU12CY5C440662,1,Streethex,20.5,LLPNU12CY5C440662-001
LLPNU12CY5C440662,2,Newex,150.60999999999999,LLPNU12CY5C440662-002
LWA5MXOU4MD327938,1,Ontomedia,403.3,LWA5MXOU4MD327938-001
LWA5MXOU4MD327938,2,Dontechi,92.1,LWA5MXOU4MD327938-002
LYPZILOBZ87153615,1,Streethex,118.16999999999999,LYPZILOBZ87153615-001
LYPZILOBZ87153615,2,Yearin,239.86,LYPZILOBZ87153615-002
LYPZILOBZ87153615,3,Bioholding,151.07999999999998,LYPZILOBZ87153615-003
M0S6NVFHN2E042385,1,Scotfind,203.99,M0S6NVFHN2E042385-001
M0S6NVFHN2E042385,2,Yearin,603.25,M0S6NVFHN2E042385-002
M3VW8YIQKWT779745,1,Donware,465.1,M3VW8YIQKWT779745-001
M3VW8YIQKWT779745,2,Dontechi,16.05,M3VW8YIQKWT779745-002
M3VW8YIQKWT779745,3,Xx-zobam,62.8,M3VW8YIQKWT779745-003
M3VW8YIQKWT779745,4,Ontomedia,454.19,M3VW8YIQKWT779745-004
M3VW8YIQKWT779745,5,Dontechi,232.44,M3VW8YIQKWT779745-005
M3VW8YIQKWT779745,6,Scotfind,411.77000000000004,M3VW8YIQKWT779745-006
M4E2PBWXZFJ700371,1,J-Texon,316.14,M4E2PBWXZFJ700371-001
MAO8BQ1NDT7049472,1,Rundofase,659.91,MAO8BQ1NDT7049472-001
MAO8BQ1NDT7049472,2,J-Texon,69.0,MAO8BQ1NDT7049472-002
MAO8BQ1NDT7049472,3,J-Texon,509.84999999999997,MAO8BQ1NDT7049472-003
MATGJILCBL4124189,1,Scotfind,110.31,MATGJILCBL4124189-001
ME064DUO8S0025936,1,Plusstrip,7.74,ME064DUO8S0025936-001
ME064DUO8S0025936,2,Isdom,79.44,ME064DUO8S0025936-002
ME064DUO8S0025936,3,Konmatfix,100.88,ME064DUO8S0025936-003
ME064DUO8S0025936,4,Green-Plus,67.53999999999999,ME064DUO8S0025936-004
ME064DUO8S0025936,5,Bioholding,105.13000000000001,ME064DUO8S0025936-005
MJZ2P85E65M015209,1,Donquadtech,287.44,MJZ2P85E65M015209-001
MJZ2P85E65M015209,2,Plusstrip,381.05,MJZ2P85E65M015209-002
MM2NLRDRNXX156196,1,Scotfind,1782.52,MM2NLRDRNXX156196-001
MM2NLRDRNXX156196,2,Streethex,746.82,MM2NLRDRNXX156196-002
MPXFMDRYC6D036656,1,Newex,144.57999999999998,MPXFMDRYC6D036656-001
MPXFMDRYC6D036656,2,Yearin,146.37,MPXFMDRYC6D036656-002
MPXFMDRYC6D036656,3,Streethex,147.69,MPXFMDRYC6D036656-003
MPXFMDRYC6D036656,4,Donquadtech,137.78,MPXFMDRYC6D036656-004
MPXFMDRYC6D036656,5,Bioholding,49.04,MPXFMDRYC6D036656-005
MRHT53HXAKW856444,1,Xx-zobam,42.08,MRHT53HXAKW856444-001
MRHT53HXAKW856444,2,Dontechi,32.39,MRHT53HXAKW856444-002
MRHT53HXAKW856444,3,Sumace,257.57000000000005,MRHT53HXAKW856444-003
MRHT53HXAKW856444,4,Yearin,172.57999999999998,MRHT53HXAKW856444-004
MRHT53HXAKW856444,5,Xx-zobam,144.19,MRHT53HXAKW856444-005
MRHT53HXAKW856444,6,Green-Plus,93.00999999999999,MRHT53HXAKW856444-006
MRHV8EI5ETH324409,1,J-Texon,113.1,MRHV8EI5ETH324409-001
MTBE6DK55IO892347,1,Donquadtech,290.11,MTBE6DK55IO892347-001
MTBE6DK55IO892347,2,Bioholding,141.41,MTBE6DK55IO892347-002
MTBE6DK55IO892347,3,Isdom,73.52,MTBE6DK55IO892347-003
MTBE6DK55IO892347,4,Plusstrip,149.41,MTBE6DK55IO892347-004
N2VSLYX8OXL077775,1,Plusstrip,185.4,N2VSLYX8OXL077775-001
N5QQ2WLB5PL198189,1,Plusstrip,109.35,N5QQ2WLB5PL198189-001
N5QQ2WLB5PL198189,2,Plusstrip,16.64,N5QQ2WLB5PL198189-002
N5QQ2WLB5PL198189,3,Ontomedia,121.93,N5QQ2WLB5PL198189-003
N64LL1WC63N759701,1,Bioholding,35.42,N64LL1WC63N759701-001
N64LL1WC63N759701,2,Doncon,55.53,N64LL1WC63N759701-002
N64LL1WC63N759701,3,Green-Plus,17.380000000000003,N64LL1WC63N759701-003
N64LL1WC63N759701,4,Xx-zobam,104.29,N64LL1WC63N759701-004
N64LL1WC63N759701,5,Streethex,59.720000000000006,N64LL1WC63N759701-005
NJFDCKXL34E222565,1,Konmatfix,360.43,NJFDCKXL34E222565-001
NKY5WJPCYVC675161,1,Faxquote,198.04000000000002,NKY5WJPCYVC675161-001
NKY5WJPCYVC675161,2,Donquadtech,316.19,NKY5WJPCYVC675161-002
NKY5WJPCYVC675161,3,Green-Plus,184.48,NKY5WJPCYVC675161-003
NKY5WJPCYVC675161,4,Sumace,45.76,NKY5WJPCYVC675161-004
NKY5WJPCYVC675161,5,Scotfind,793.94,NKY5WJPCYVC675161-005
NLYCMW5DAS5194596,1,Rundofase,73.91,NLYCMW5DAS5194596-001
NM3BN4RJS1M492634,1,Donware,310.4,NM3BN4RJS1M492634-001
NM3BN4RJS1M492634,2,Faxquote,5.68,NM3BN4RJS1M492634-002
NM3BN4RJS1M492634,3,Xx-zobam,402.89,NM3BN4RJS1M492634-003
NM3BN4RJS1M492634,4,Plusstrip,472.92999999999995,NM3BN4RJS1M492634-004
NM3BN4RJS1M492634,5,Stanredtax,160.72,NM3BN4RJS1M492634-005
NNKIP3UNIGZ353715,1,Konmatfix,404.79999999999995,NNKIP3UNIGZ353715-001
NNKIP3UNIGZ353715,2,Sumace,730.9799999999999,NNKIP3UNIGZ353715-002
NNKIP3UNIGZ353715,3,Stanredtax,140.19,NNKIP3UNIGZ353715-003
NRQQC5OQ0F4586467,1,Plusstrip,64.56,NRQQC5OQ0F4586467-001
NRQQC5OQ0F4586467,2,Ontomedia,63.09,NRQQC5OQ0F4586467-002
NVHYWIDW4WI400980,1,Xx-zobam,185.41000000000003,NVHYWIDW4WI400980-001
O1C66KL1VK4840531,1,Streethex,224.25,O1C66KL1VK4840531-001
O1C66KL1VK4840531,2,Dontechi,335.75,O1C66KL1VK4840531-002
O1C66KL1VK4840531,3,Green-Plus,73.28,O1C66KL1VK4840531-003
OA1F76XJUQS608395,1,Konmatfix,26.41,OA1F76XJUQS608395-001
OETQ6SV7QKM285952,1,Donware,94.64,OETQ6SV7QKM285952-001
OETQ6SV7QKM285952,2,Green-Plus,333.45,OETQ6SV7QKM285952-002
OMDPS8X50N7546352,1,Yearin,35.22,OMDPS8X50N7546352-001
OMJKHKQNFKJ761643,1,Konmatfix,524.32,OMJKHKQNFKJ761643-001
OMJKHKQNFKJ761643,2,Isdom,819.75,OMJKHKQNFKJ761643-002
OQPBCN4Y1YB733979,1,Xx-zobam,429.45000000000005,OQPBCN4Y1YB733979-001
OQPBCN4Y1YB733979,2,Rundofase,771.83,OQPBCN4Y1YB733979-002
OQPBCN4Y1YB733979,3,Yearin,298.39,OQPBCN4Y1YB733979-003
OQPBCN4Y1YB733979,4,Streethex,174.88,OQPBCN4Y1YB733979-004
OQPBCN4Y1YB733979,5,Rundofase,706.2900000000001,OQPBCN4Y1YB733979-005
OY3DWMTTXNP309610,1,Stanredtax,5.8,OY3DWMTTXNP309610-001
OY3DWMTTXNP309610,2,Streethex,71.02,OY3DWMTTXNP309610-002
OY3DWMTTXNP309610,3,Bioholding,192.11,OY3DWMTTXNP309610-003
OY3DWMTTXNP309610,4,Sumace,130.86,OY3DWMTTXNP309610-004
P54475O4N8K403608,1,Bioholding,115.82,P54475O4N8K403608-001
P54475O4N8K403608,2,Dontechi,166.42999999999998,P54475O4N8K403608-002
P54475O4N8K403608,3,Rundofase,398.36,P54475O4N8K403608-003
P54475O4N8K403608,4,Yearin,84.17,P54475O4N8K403608-004
PEB0OLCPG6W994144,1,Donquadtech,64.92999999999999,PEB0OLCPG6W994144-001
PEB0OLCPG6W994144,2,Dontechi,285.61,PEB0OLCPG6W994144-002
PFRYPJOGJ51531310,1,Donquadtech,115.67,PFRYPJOGJ51531310-001
PI5K0FV5WKD862880,1,Plusstrip,267.65999999999997,PI5K0FV5WKD862880-001
PI5K0FV5WKD862880,2,Streethex,255.19000000000003,PI5K0FV5WKD862880-002
PI5K0FV5WKD862880,3,Green-Plus,45.41,PI5K0FV5WKD862880-003
PI5K0FV5WKD862880,4,Donquadtech,122.96,PI5K0FV5WKD862880-004
PI5K0FV5WKD862880,5,Faxquote,246.49999999999997,PI5K0FV5WKD862880-005
PKFGEZTKARS310898,1,Green-Plus,562.31,PKFGEZTKARS310898-001
PKFGEZTKARS310898,2,Dontechi,401.52,PKFGEZTKARS310898-002
POBJLZ8FZN0427016,1,Plusstrip,222.71,POBJLZ8FZN0427016-001
PYWDSWXK5X5262660,1,Bioholding,264.96000000000004,PYWDSWXK5X5262660-001
PYWDSWXK5X5262660,2,Donware,146.2,PYWDSWXK5X5262660-002
PYWDSWXK5X5262660,3,Bioholding,208.3,PYWDSWXK5X5262660-003
Q3TT4GKZDHK659352,1,Dontechi,125.57,Q3TT4GKZDHK659352-001
Q3TT4GKZDHK659352,2,Scotfind,39.93,Q3TT4GKZDHK659352-002
Q3TT4GKZDHK659352,3,Konmatfix,141.71,Q3TT4GKZDHK659352-003
Q3TT4GKZDHK659352,4,Rundofase,60.52,Q3TT4GKZDHK659352-004
Q3TT4GKZDHK659352,5,Ontomedia,9.44,Q3TT4GKZDHK659352-005
Q6C80HSWMFK634460,1,Ontomedia,22.08,Q6C80HSWMFK634460-001
Q6C80HSWMFK634460,2,Stanredtax,1.99,Q6C80HSWMFK634460-002
Q6C80HSWMFK634460,3,Doncon,74.63,Q6C80HSWMFK634460-003
Q6C80HSWMFK634460,4,Yearin,36.25,Q6C80HSWMFK634460-004
Q6C80HSWMFK634460,5,Donware,53.92,Q6C80HSWMFK634460-005
QF6QBNKTPSA019446,1,Newex,80.26,QF6QBNKTPSA019446-001
QF6QBNKTPSA019446,2,Plusstrip,37.28,QF6QBNKTPSA019446-002
QPMO737UII0340028,1,Streethex,17.439999999999998,QPMO737UII0340028-001
QPMO737UII0340028,2,Sumace,41.120000000000005,QPMO737UII0340028-002
QVSOV4QTXAE520972,1,Xx-zobam,47.36,QVSOV4QTXAE520972-001
QVSOV4QTXAE520972,2,Doncon,107.50999999999999,QVSOV4QTXAE520972-002
QVSOV4QTXAE520972,3,Newex,16.189999999999998,QVSOV4QTXAE520972-003
QVSOV4QTXAE520972,4,Donware,64.28,QVSOV4QTXAE520972-004
QWYUAF6GIGE744209,1,Newex,162.72,QWYUAF6GIGE744209-001
R3Q6NWXL5OK028859,1,J-Texon,114.66,R3Q6NWXL5OK028859-001
R3Q6NWXL5OK028859,2,Newex,42.36,R3Q6NWXL5OK028859-002
RAZB0H0MQX5869731,1,Sumace,117.84,RAZB0H0MQX5869731-001
RH3XN0D50EO772614,1,Sumace,14.22,RH3XN0D50EO772614-001
RH3XN0D50EO772614,2,Green-Plus,102.64999999999999,RH3XN0D50EO772614-002
RP3I3QO2BYF582498,1,J-Texon,319.94,RP3I3QO2BYF582498-001
RP3I3QO2BYF582498,2,Streethex,45.29,RP3I3QO2BYF582498-002
RP3I3QO2BYF582498,3,Rundofase,138.84,RP3I3QO2BYF582498-003
RP3I3QO2BYF582498,4,Streethex,294.95,RP3I3QO2BYF582498-004
RRRZH6PBRYY000587,1,Faxquote,15.26,RRRZH6PBRYY000587-001
RTV8NXYO2D4310350,1,Konmatfix,13.96,RTV8NXYO2D4310350-001
RXLO3PC8EG8307071,1,Faxquote,184.27999999999997,RXLO3PC8EG8307071-001
RXLO3PC8EG8307071,2,Sumace,25.64,RXLO3PC8EG8307071-002
RXLO3PC8EG8307071,3,Dontechi,33.02,RXLO3PC8EG8307071-003
SAN8CKZV8O6386790,1,Doncon,134.21,SAN8CKZV8O6386790-001
SAN8CKZV8O6386790,2,Xx-zobam,7.36,SAN8CKZV8O6386790-002
SAN8CKZV8O6386790,3,Stanredtax,36.58,SAN8CKZV8O6386790-003
SAN8CKZV8O6386790,4,Isdom,37.23,SAN8CKZV8O6386790-004
SAN8CKZV8O6386790,5,Streethex,60.68,SAN8CKZV8O6386790-005
SC0ZRWACOEM768702,1,Doncon,115.13999999999999,SC0ZRWACOEM768702-001
SL5LRZAJFUI810871,1,Faxquote,53.32,SL5LRZAJFUI810871-001
SL5LRZAJFUI810871,2,Plusstrip,49.85,SL5LRZAJFUI810871-002
SLY1Q4WQXLP675951,1,Green-Plus,41.17,SLY1Q4WQXLP675951-001
SLY1Q4WQXLP675951,2,Xx-zobam,37.78,SLY1Q4WQXLP675951-002
SLY1Q4WQXLP675951,3,Ontomedia,192.34,SLY1Q4WQXLP675951-003
SLY1Q4WQXLP675951,4,Faxquote,76.52,SLY1Q4WQXLP675951-004
SLY1Q4WQXLP675951,5,Scotfind,125.28,SLY1Q4WQXLP675951-005
SMZSGMQWSKI621717,1,Stanredtax,123.59,SMZSGMQWSKI621717-001
SMZSGMQWSKI621717,2,Yearin,25.82,SMZSGMQWSKI621717-002
SMZSGMQWSKI621717,3,Green-Plus,130.12,SMZSGMQWSKI621717-003
SMZSGMQWSKI621717,4,Doncon,24.49,SMZSGMQWSKI621717-004
SO6WD25XQVR636495,1,Xx-zobam,226.10999999999999,SO6WD25XQVR636495-001
SO6WD25XQVR636495,2,Xx-zobam,431.42,SO6WD25XQVR636495-002
SO6WD25XQVR636495,3,Donquadtech,327.72999999999996,SO6WD25XQVR636495-003
SO6WD25XQVR636495,4,Stanredtax,269.79999999999995,SO6WD25XQVR636495-004
SPE2WMY887O932788,1,Dontechi,265.58,SPE2WMY887O932788-001
SPE2WMY887O932788,2,Green-Plus,722.12,SPE2WMY887O932788-002
SSSGFBFNIOE995675,1,Doncon,150.52,SSSGFBFNIOE995675-001
SSSGFBFNIOE995675,2,J-Texon,24.779999999999998,SSSGFBFNIOE995675-002
T1TFNQC1QZ0222284,1,Sumace,113.03,T1TFNQC1QZ0222284-001
TOIFP5YHHJC099537,1,Newex,174.73,TOIFP5YHHJC099537-001
TOIFP5YHHJC099537,2,Donquadtech,75.72999999999999,TOIFP5YHHJC099537-002
TOIFP5YHHJC099537,3,Sumace,169.2,TOIFP5YHHJC099537-003
TRB4XOLO3Y2181257,1,Isdom,8.95,TRB4XOLO3Y2181257-001
TRB4XOLO3Y2181257,2,Bioholding,80.55,TRB4XOLO3Y2181257-002
TRB4XOLO3Y2181257,3,Donquadtech,373.27,TRB4XOLO3Y2181257-003
TRB4XOLO3Y2181257,4,Plusstrip,69.07,TRB4XOLO3Y2181257-004
TVFRONGULQ7855167,1,Streethex,28.700000000000003,TVFRONGULQ7855167-001
TVFRONGULQ7855167,2,Ontomedia,83.19,TVFRONGULQ7855167-002
TVFRONGULQ7855167,3,Streethex,70.3,TVFRONGULQ7855167-003
U1GXDUQ2NVP642154,1,Ontomedia,150.67000000000002,U1GXDUQ2NVP642154-001
U1GXDUQ2NVP642154,2,Donware,40.28,U1GXDUQ2NVP642154-002
U1GXDUQ2NVP642154,3,Bioholding,143.75,U1GXDUQ2NVP642154-003
U1GXDUQ2NVP642154,4,Plusstrip,142.53,U1GXDUQ2NVP642154-004
U1GXDUQ2NVP642154,5,Sumace,60.93,U1GXDUQ2NVP642154-005
U3SEY7BL74U428566,1,Ontomedia,99.5,U3SEY7BL74U428566-001
U3SEY7BL74U428566,2,Konmatfix,95.05000000000001,U3SEY7BL74U428566-002
U3SEY7BL74U428566,3,Faxquote,297.16999999999996,U3SEY7BL74U428566-003
U3SEY7BL74U428566,4,Stanredtax,44.629999999999995,U3SEY7BL74U428566-004
U3SEY7BL74U428566,5,Sumace,346.57,U3SEY7BL74U428566-005
U4DAG21M25I154677,1,Isdom,11.11,U4DAG21M25I154677-001
U4DAG21M25I154677,2,Stanredtax,55.94,U4DAG21M25I154677-002
U4DAG21M25I154677,3,Sumace,168.35,U4DAG21M25I154677-003
U6AKQW00N22614671,1,Yearin,505.32,U6AKQW00N22614671-001
U6AKQW00N22614671,2,Plusstrip,203.75,U6AKQW00N22614671-002
U6AKQW00N22614671,3,J-Texon,296.49,U6AKQW00N22614671-003
U6AKQW00N22614671,4,Isdom,297.84,U6AKQW00N22614671-004
U6AKQW00N22614671,5,Konmatfix,193.94,U6AKQW00N22614671-005
U8CPVV20LCB872591,1,Streethex,24.02,U8CPVV20LCB872591-001
U8CPVV20LCB872591,2,Faxquote,53.08,U8CPVV20LCB872591-002
UAITKQ7KMQN776987,1,Donware,209.10999999999999,UAITKQ7KMQN776987-001
UAITKQ7KMQN776987,2,Newex,311.65999999999997,UAITKQ7KMQN776987-002
UAITKQ7KMQN776987,3,Ontomedia,51.16,UAITKQ7KMQN776987-003
UDK1102XNQ4362369,1,Konmatfix,325.45,UDK1102XNQ4362369-001
UDK1102XNQ4362369,2,Stanredtax,327.48,UDK1102XNQ4362369-002
UDOHJKQNZRU355125,1,Konmatfix,610.2,UDOHJKQNZRU355125-001
UDOHJKQNZRU355125,2,Doncon,140.01999999999998,UDOHJKQNZRU355125-002
UDOHJKQNZRU355125,3,Stanredtax,85.49,UDOHJKQNZRU355125-003
UDOHJKQNZRU355125,4,Newex,41.52,UDOHJKQNZRU355125-004
UU2VI1MPOCJ886472,1,Donware,78.53999999999999,UU2VI1MPOCJ886472-001
UU2VI1MPOCJ886472,2,Bioholding,209.8,UU2VI1MPOCJ886472-002
UVK0K4YAN4D361432,1,Bioholding,357.74,UVK0K4YAN4D361432-001
UVK0K4YAN4D361432,2,J-Texon,237.07,UVK0K4YAN4D361432-002
UYQXFHB268D227085,1,Isdom,156.12,UYQXFHB268D227085-001
UYQXFHB268D227085,2,Isdom,28.53,UYQXFHB268D227085-002
V08JG7APNII434369,1,Faxquote,62.67000000000001,V08JG7APNII434369-001
V08JG7APNII434369,2,Ontomedia,63.56,V08JG7APNII434369-002
V08JG7APNII434369,3,Donware,65.2,V08JG7APNII434369-003
V08JG7APNII434369,4,Rundofase,8.75,V08JG7APNII434369-004
V08JG7APNII434369,5,Newex,71.05,V08JG7APNII434369-005
V73RJYYHEIT850422,1,Dontechi,206.05,V73RJYYHEIT850422-001
V73RJYYHEIT850422,2,Faxquote,251.27,V73RJYYHEIT850422-002
V73RJYYHEIT850422,3,Green-Plus,360.24,V73RJYYHEIT850422-003
V73RJYYHEIT850422,4,Konmatfix,110.58,V73RJYYHEIT850422-004
VJUYVX0SHHT606044,1,Stanredtax,3.87,VJUYVX0SHHT606044-001
VJUYVX0SHHT606044,2,Donquadtech,34.839999999999996,VJUYVX0SHHT606044-002
VJUYVX0SHHT606044,3,Newex,21.36,VJUYVX0SHHT606044-003
VJUYVX0SHHT606044,4,Green-Plus,55.309999999999995,VJUYVX0SHHT606044-004
VLYZ0TBEDGM584853,1,Ontomedia,96.78,VLYZ0TBEDGM584853-001
VLYZ0TBEDGM584853,2,Doncon,200.51,VLYZ0TBEDGM584853-002
VLYZ0TBEDGM584853,3,Streethex,437.17,VLYZ0TBEDGM584853-003
VLYZ0TBEDGM584853,4,Xx-zobam,35.94,VLYZ0TBEDGM584853-004
VLYZ0TBEDGM584853,5,Plusstrip,38.88,VLYZ0TBEDGM584853-005
VOCIAMIZKKN350227,1,Sumace,63.34,VOCIAMIZKKN350227-001
VOCIAMIZKKN350227,2,Yearin,44.86,VOCIAMIZKKN350227-002
VOCIAMIZKKN350227,3,Sumace,68.07,VOCIAMIZKKN350227-003
VOCIAMIZKKN350227,4,Streethex,47.75,VOCIAMIZKKN350227-004
VPER1TKLOPC634179,1,Doncon,97.36000000000001,VPER1TKLOPC634179-001
VTJI8XXO2CO552773,1,Bioholding,14.14,VTJI8XXO2CO552773-001
VTJI8XXO2CO552773,2,Sumace,313.41999999999996,VTJI8XXO2CO552773-002
VTJI8XXO2CO552773,3,Donquadtech,126.24,VTJI8XXO2CO552773-003
VTVE6444244403193,1,Xx-zobam,156.1,VTVE6444244403193-001
VTVE6444244403193,2,Xx-zobam,118.0,VTVE6444244403193-002
VTVE6444244403193,3,Konmatfix,57.739999999999995,VTVE6444244403193-003
VTVE6444244403193,4,Rundofase,66.24,VTVE6444244403193-004
VTVE6444244403193,5,Donquadtech,64.63,VTVE6444244403193-005
VTVE6444244403193,6,Scotfind,51.5,VTVE6444244403193-006
VWWOX3PM6QD757820,1,Stanredtax,36.980000000000004,VWWOX3PM6QD757820-001
VWWOX3PM6QD757820,2,Xx-zobam,99.93,VWWOX3PM6QD757820-002
VWWOX3PM6QD757820,3,Plusstrip,2.63,VWWOX3PM6QD757820-003
VWWOX3PM6QD757820,4,Isdom,74.56,VWWOX3PM6QD757820-004
VWWOX3PM6QD757820,5,Doncon,78.56,VWWOX3PM6QD757820-005
W17V1HTH5IW129737,1,Scotfind,254.34999999999997,W17V1HTH5IW129737-001
W17V1HTH5IW129737,2,Xx-zobam,49.22,W17V1HTH5IW129737-002
W17V1HTH5IW129737,3,Scotfind,203.95,W17V1HTH5IW129737-003
W17V1HTH5IW129737,4,Ontomedia,256.84000000000003,W17V1HTH5IW129737-004
W17V1HTH5IW129737,5,Dontechi,300.43,W17V1HTH5IW129737-005
W1R2THVZD6L234135,1,Streethex,97.47,W1R2THVZD6L234135-001
W1R2THVZD6L234135,2,Isdom,4.72,W1R2THVZD6L234135-002
W85FIU0UPWJ342063,1,Donware,360.69,W85FIU0UPWJ342063-001
W85FIU0UPWJ342063,2,Stanredtax,50.34,W85FIU0UPWJ342063-002
W85FIU0UPWJ342063,3,Sumace,4.45,W85FIU0UPWJ342063-003
WGVK4P1UIPJ916959,1,Green-Plus,72.78,WGVK4P1UIPJ916959-001
WGVK4P1UIPJ916959,2,Yearin,100.08999999999999,WGVK4P1UIPJ916959-002
WGVK4P1UIPJ916959,3,Dontechi,76.13000000000001,WGVK4P1UIPJ916959-003
WGVK4P1UIPJ916959,4,Konmatfix,19.98,WGVK4P1UIPJ916959-004
WGVK4P1UIPJ916959,5,Streethex,164.92,WGVK4P1UIPJ916959-005
WKNIUEPLNDU378894,1,Dontechi,123.79,WKNIUEPLNDU378894-001
WKNIUEPLNDU378894,2,Faxquote,284.07,WKNIUEPLNDU378894-002
WQGPTZ2HOU7481211,1,Sumace,219.56,WQGPTZ2HOU7481211-001
WWMN8RWHPDM674733,1,Faxquote,72.72,WWMN8RWHPDM674733-001
WWMN8RWHPDM674733,2,Dontechi,373.0,WWMN8RWHPDM674733-002
WWMN8RWHPDM674733,3,Green-Plus,100.97999999999999,WWMN8RWHPDM674733-003
XJMTKD21FUV756318,1,Dontechi,32.14,XJMTKD21FUV756318-001
XJMTKD21FUV756318,2,Streethex,177.37,XJMTKD21FUV756318-002
XNUNZXGY3NC711419,1,Rundofase,97.99,XNUNZXGY3NC711419-001
XNUNZXGY3NC711419,2,Green-Plus,34.18,XNUNZXGY3NC711419-002
XPBUWRX56F6412345,1,Rundofase,146.70999999999998,XPBUWRX56F6412345-001
XPBUWRX56F6412345,2,Isdom,231.63,XPBUWRX56F6412345-002
